"Case","OCC_DATE","OCC_YEAR","OCC_Month","OCC_QTR","CASE_STATUS_DESC","UCR","UCR_EXT_CODE","OFFENSE_DESC","Bias Type","LOC_CODE","Location_Description","DeIdentifiedLocation","X_COORDINATE","Y_COORDINATE"
"2014453146","2014-08-28",2014,8,3,"REFUSED BY DA - OTHER REASON","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","7","CONVENIENCE STORE","1300 BLOCK W COLFAX AVE",3139597,1694681
"2014453146","2014-08-28",2014,8,3,"REFUSED BY DA - OTHER REASON","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","7","CONVENIENCE STORE","1300 BLOCK W COLFAX AVE",3139597,1694681
"2014430788","2014-08-16",2014,8,3,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1300 BLOCK GLENARM PL",3142393,1695228
"2014403171","2014-08-02",2014,8,3,"INACTIVE - EARLY CASE CLOSURE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","20","RESIDENCE/HOME","4000 BLOCK N ORLEANS ST",3214178,1706958
"2014366712","2014-07-15",2014,7,3,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","12","GROCERY/SUPERMARKET","5100 BLOCK N CHAMBERS RD",3193189,1711503
"2014366712","2014-07-15",2014,7,3,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","12","GROCERY/SUPERMARKET","5100 BLOCK N CHAMBERS RD",3193189,1711503
"2014400389","2014-07-13",2014,7,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","800 BLOCK N BROADWAY ST",3144243,1690927
"2014316135","2014-06-20",2014,6,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 14TH AVE / N GRANT ST",3145227,1694268
"2014267107","2014-05-26",2014,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","18","PARKING LOT/GARAGE","400 BLOCK W COLFAX AVE",3142418,1694739
"2014267107","2014-05-26",2014,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","18","PARKING LOT/GARAGE","400 BLOCK W COLFAX AVE",3142418,1694739
"2014250801","2014-05-17",2014,5,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","24TH ST / LAWRENCE ST",3144264,1700664
"2014247849","2014-05-16",2014,5,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","3","BAR/NIGHT CLUB","3500 BLOCK WALNUT ST",3147584,1704943
"2014160568","2014-03-29",2014,3,1,"INACTIVE - EARLY CASE CLOSURE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-WHITE","20","RESIDENCE/HOME","3100 BLOCK S TAMARAC DR",3168401,1665145
"2013622201","2013-12-27",2013,12,4,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-WHITE","15","JAIL/PRISON/PENETENTIARY/CORRECTIONS FACILITY","400 BLOCK W COLFAX AVE",3142418,1694739
"2013584355","2013-12-04",2013,12,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 45TH AVE / N HAVANA ST",3178245,1709174
"2013582599","2013-12-01",2013,12,4,"INACTIVE","1109","0","SEX ASLT - NON-RAPE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 16TH AVE / N PEARL ST",3146260,1695452
"2013537564","2013-11-06",2013,11,4,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-GAY (MALE)","53","SCHOOL - ELEMENTARY/SECONDARY","600 BLOCK S MONACO ST",3165020,1682174
"2013524011","2013-10-30",2013,10,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","10","FIELD/WOODS (DOES NOT INCLUDE PARKS)","15500 BLOCK E 53RD AVE",3195033,1714298
"2013508393","2013-10-21",2013,10,4,"INACTIVE","5312","0","DISTURBING THE PEACE","ANTI-BISEXUAL","21","RESTAURANT","200 BLOCK 16TH ST",3143897,1695450
"2013446333","2013-09-17",2013,9,3,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","5100 BLOCK N ORLEANS CT",3214445,1713163
"2013442565","2013-09-15",2013,9,3,"INACTIVE - PENDING LAB ANALYSIS RESULTS","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","BLAKE ST / 33RD ST",3146564,1704471
"2013443944","2013-09-15",2013,9,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2200 BLOCK W ALAMEDA AVE",3136682,1684418
"2013439775","2013-09-13",2013,9,3,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","10","FIELD/WOODS (DOES NOT INCLUDE PARKS)","1500 BLOCK ARAPAHOE ST",3141658,1697498
"2013427933","2013-09-07",2013,9,3,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E COLFAX AVE / N PENNSYLVANIA ST",3145924,1694851
"2013409157","2013-08-28",2013,8,3,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-ISLAMIC (MUSLIM)","25","OTHER/UNKNOWN","1500 BLOCK COURT PL",3143674,1695455
"2013404663","2013-08-26",2013,8,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","S ALBION ST / E MEXICO AVE",3157757,1675127
"2013391165","2013-08-18",2013,8,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","5309","0","HARASSMENT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","25","OTHER/UNKNOWN","700 BLOCK E 18TH AVE",3146829,1696664
"2013381710","2013-08-13",2013,8,3,"INACTIVE - EARLY CASE CLOSURE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-MULTIPLE RELIGIONS, GROUP","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2700 BLOCK S FOREST ST",3161018,1668339
"2013378410","2013-08-11",2013,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","7","CONVENIENCE STORE","4400 BLOCK N SHERIDAN BLVD",3125677,1708611
"2013341794","2013-07-22",2013,7,3,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-MULTIPLE RACES, GROUP","9","DRUG STORE/DR'S OFFICE/HOSPITAL","1700 BLOCK E 19TH AVE",3149929,1697218
"2013323034","2013-07-12",2013,7,3,"INACTIVE","5399","0","PUBLIC PEACE OTHER","ANTI-ASIAN","1","AIR/BUS/TRAIN TERMINAL","1800 BLOCK S FEDERAL BLVD",3133701,1674074
"2013303673","2013-07-02",2013,7,3,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-ISLAMIC (MUSLIM)","18","PARKING LOT/GARAGE","2100 BLOCK S BIRCH ST",3158739,1672220
"2013290277","2013-06-26",2013,6,2,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1400 BLOCK N TAMARAC ST",3170168,1694585
"2013290277","2013-06-26",2013,6,2,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1400 BLOCK N TAMARAC ST",3170168,1694585
"2013288037","2013-06-24",2013,6,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","20","RESIDENCE/HOME","1800 BLOCK S QUEBEC WAY",3170571,1674383
"2013273068","2013-06-16",2013,6,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E EVANS AVE / S DAHLIA ST",3159981,1672509
"2013447454","2013-06-15",2013,6,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","5309","0","HARASSMENT","ANTI-ASIAN","7","CONVENIENCE STORE","4600 BLOCK N STEELE ST",3154937,1709999
"2013272908","2013-06-15",2013,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2399","0","THEFT - OTHER","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","25TH ST / WELTON ST",3146075,1699553
"2013271816","2013-06-15",2013,6,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","25","OTHER/UNKNOWN","13800 BLOCK E ALBROOK DR",3186521,1708959
"2013250362","2013-06-03",2013,6,2,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","400 BLOCK E 11TH AVE",3145714,1692589
"2013243492","2013-05-30",2013,5,2,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1400 BLOCK S ACOMA ST",3143911,1676720
"2013242795","2013-05-29",2013,5,2,"INACTIVE","5309","0","HARASSMENT","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","1800 BLOCK N BROADWAY ST",3144206,1696702
"2013226988","2013-05-21",2013,5,2,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2200 BLOCK ARAPAHOE ST",3143952,1699719
"2013227636","2013-05-21",2013,5,2,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","700 BLOCK S LEYDEN ST",3164578,1681245
"2013218827","2013-05-16",2013,5,2,"INACTIVE - EARLY CASE CLOSURE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-CATHOLIC","20","RESIDENCE/HOME","8000 BLOCK E GIRARD AVE",3169920,1663798
"2013187922","2013-04-28",2013,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 39TH AVE / N PEORIA ST",3183545,1706408
"2013187278","2013-04-27",2013,4,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-MULTIPLE RACES, GROUP","1","AIR/BUS/TRAIN TERMINAL","16TH ST / MARKET ST",3141063,1698412
"20136003579","2013-04-16",2013,4,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-MULTIPLE RACES, GROUP","20","RESIDENCE/HOME","20500 BLOCK E 45TH AVE",3211356,1709449
"2013143245","2013-03-29",2013,3,1,"INACTIVE","1315","2","MENACING - FELONY W/WEAP","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","18","PARKING LOT/GARAGE","E EASTMAN AVE / S TAMARAC DR",3168931,1664936
"201393009","2013-02-26",2013,2,1,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","24","SPECIALTY STORE","200 BLOCK E 17TH AVE",3144957,1696054
"201383397","2013-02-20",2013,2,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-JEWISH","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","3500 BLOCK S GLENCOE ST",3161501,1662948
"201372349","2013-02-13",2013,2,1,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","800 BLOCK 16TH ST",3142469,1696960
"2012563984","2012-12-05",2012,12,4,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","4500 BLOCK S MONACO ST",3166184,1655058
"2012545217","2012-11-24",2012,11,4,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1400 BLOCK CLARKSON / EMERSON ST",3147272,1694291
"2012545217","2012-11-24",2012,11,4,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1400 BLOCK CLARKSON / EMERSON ST",3147272,1694291
"2012471768","2012-10-10",2012,10,4,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","2204","0","BURGLARY - RESIDENCE NO FORCE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","2800 BLOCK N GARFIELD ST",3156186,1701193
"2012471265","2012-10-08",2012,10,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-HISPANIC OR LATINO","5","COMMERCIAL/OFFICE BUILDING","1600 BLOCK N VINE ST",3151131,1695542
"2012470400","2012-10-03",2012,10,4,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","21","RESTAURANT","1800 BLOCK E EVANS AVE",3150427,1672378
"2012460971","2012-10-03",2012,10,4,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","2800 BLOCK N GARFIELD ST",3156186,1701193
"2012458701","2012-09-30",2012,9,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-BISEXUAL","3","BAR/NIGHT CLUB","2000 BLOCK LARIMER ST",3142944,1699722
"2012443545","2012-09-23",2012,9,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-WHITE","20","RESIDENCE/HOME","800 BLOCK N LIPAN ST",3140086,1691148
"2012407712","2012-09-03",2012,9,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","18","PARKING LOT/GARAGE","800 BLOCK N DEXTER ST",3159439,1691086
"2012403951","2012-08-31",2012,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-WHITE","20","RESIDENCE/HOME","2400 BLOCK W MEXICO AVE",3136171,1675016
"2012399787","2012-08-28",2012,8,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","5309","0","HARASSMENT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","22","(DO NOT USE) SCHOOL/COLLEGE","900 BLOCK S HAZEL CT",3132883,1680210
"2012389841","2012-08-25",2012,8,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","16","LAKE/WATERWAY/BEACH","1600 BLOCK LITTLE RAVEN ST",3139281,1700197
"2012344189","2012-07-30",2012,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","800 BLOCK N QUITMAN ST",3129135,1690977
"20125003364","2012-07-24",2012,7,3,"REFUSED BY DA - INSUFFICIENT ID EVID","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","11","GOVERNMENT/PUBLIC BUILDING","300 BLOCK W COLFAX AVE",3142877,1694969
"2012321726","2012-07-18",2012,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3700 BLOCK N OSCEOLA ST",3129742,1705084
"2012312549","2012-07-13",2012,7,3,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","7900 BLOCK E COLFAX AVE",3169825,1694867
"2012311450","2012-07-13",2012,7,3,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-WHITE","10","FIELD/WOODS (DOES NOT INCLUDE PARKS)","PARK AVEW / LAWRENCE ST",3143925,1700322
"2012322120","2012-07-11",2012,7,3,"INACTIVE","5309","0","HARASSMENT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","20","RESIDENCE/HOME","3700 BLOCK N PECOS ST",3138642,1705185
"2012303045","2012-07-08",2012,7,3,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","4000 BLOCK S WISTERIA WAY",3172520,1658667
"2012303136","2012-07-08",2012,7,3,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-CATHOLIC","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3900 BLOCK S WISTERIA CT",3172420,1660106
"20126005155","2012-07-06",2012,7,3,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1300 BLOCK N ADAMS ST",3155218,1693801
"2012292179","2012-07-03",2012,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-JEWISH","20","RESIDENCE/HOME","8100 BLOCK E UNION AVE",3170706,1654612
"2012276288","2012-06-24",2012,6,2,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 11TH AVE / N GRANT ST",3145236,1692590
"2012236711","2012-06-02",2012,6,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2100 BLOCK DELGANY ST",3141330,1701365
"2012236711","2012-06-02",2012,6,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2100 BLOCK DELGANY ST",3141330,1701365
"2012231491","2012-05-30",2012,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-HISPANIC OR LATINO","18","PARKING LOT/GARAGE","4500 BLOCK E JEWELL AVE",3159110,1673716
"2012189495","2012-05-06",2012,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 45TH AVE / N ARGONNE ST",3205455,1709083
"2012175008","2012-04-28",2012,4,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-ISLAMIC (MUSLIM)","3","BAR/NIGHT CLUB","1500 BLOCK MARKET ST",3140819,1698229
"2012166858","2012-04-23",2012,4,2,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","16TH ST / LARIMER ST",3141314,1698169
"2012157351","2012-04-16",2012,4,2,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","5309","0","HARASSMENT","ANTI-JEWISH","22","(DO NOT USE) SCHOOL/COLLEGE","1600 BLOCK N ESPLANADE PKWY",3152941,1695469
"2012153588","2012-04-14",2012,4,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","10","FIELD/WOODS (DOES NOT INCLUDE PARKS)","400 BLOCK E SPEER BLVD",3145349,1688625
"2012128043","2012-03-28",2012,3,1,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E FLORIDA AVE / S PEARL ST",3146215,1676409
"2012118391","2012-03-23",2012,3,1,"REFUSED BY DA - OTHER REASON","1313","0","ASSAULT - SIMPLE","ANTI-ISLAMIC (MUSLIM)","3","BAR/NIGHT CLUB","1400 BLOCK MARKET ST",3140685,1697960
"2012118391","2012-03-23",2012,3,1,"REFUSED BY DA - OTHER REASON","1313","0","ASSAULT - SIMPLE","ANTI-ISLAMIC (MUSLIM)","3","BAR/NIGHT CLUB","1400 BLOCK MARKET ST",3140685,1697960
"2012123447","2012-03-23",2012,3,1,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","25","OTHER/UNKNOWN","2600 BLOCK S FILLMORE ST",3154112,1668705
"2012114943","2012-03-20",2012,3,1,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2900 BLOCK LAWRENCE ST",3146182,1702694
"201261681","2012-02-15",2012,2,1,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1700 BLOCK WAZEE ST",3141119,1699298
"201261681","2012-02-15",2012,2,1,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1700 BLOCK WAZEE ST",3141119,1699298
"201245334","2012-02-02",2012,2,1,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","4000 BLOCK E MLK BLVD",3157291,1702842
"201237631","2012-01-28",2012,1,1,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2300 BLOCK LAWRENCE ST",3144043,1700323
"201227431","2012-01-21",2012,1,1,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-BLACK OR AFRICAN AMERICAN","12","GROCERY/SUPERMARKET","1300 BLOCK N SPEER BLVD",3141191,1693918
"201220334","2012-01-15",2012,1,1,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","18","PARKING LOT/GARAGE","8300 BLOCK E 36TH AVE",3171278,1704975
"201214560","2012-01-11",2012,1,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 28TH AVE / N YORK ST",3151888,1701061
"20127195","2012-01-01",2012,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","12","GROCERY/SUPERMARKET","1300 BLOCK N KRAMERIA ST",3163858,1694063
"20127195","2012-01-01",2012,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","12","GROCERY/SUPERMARKET","1300 BLOCK N KRAMERIA ST",3163858,1694063
"20127195","2012-01-01",2012,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","12","GROCERY/SUPERMARKET","1300 BLOCK N KRAMERIA ST",3163858,1694063
"2011542025","2011-12-15",2011,12,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","5312","0","DISTURBING THE PEACE","ANTI-BLACK OR AFRICAN AMERICAN","22","(DO NOT USE) SCHOOL/COLLEGE","900 BLOCK S HAZEL CT",3132883,1680210
"2011493112","2011-11-05",2011,11,4,"INACTIVE","5309","0","HARASSMENT","ANTI-LESBIAN (FEMALE)","1","AIR/BUS/TRAIN TERMINAL","600 BLOCK N MONACO ST",3165289,1689954
"2011494762","2011-11-04",2011,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-PHYSICAL DISABILITY","22","(DO NOT USE) SCHOOL/COLLEGE","1800 BLOCK N LOWELL BLVD",3130864,1696893
"2011468001","2011-10-20",2011,10,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-OTHER RELIGION","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","2200 BLOCK N DEXTER ST",3159425,1698362
